index,weight,yellowCards,skin_colour,defeats,yellowReds,ties,goals,games,redCards,victories,height,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
363,83.0,30,0.375,31,0,34,14,148,1,83,180.0,61.3058527375708,0.06646742203835904,0.0,0.0013612070155280167,0.1090811684118274,0.08745358044877838,0.0,0.0014851898428396835,0.1339487149560534
365,85.0,52,0.0,74,1,52,15,255,2,129,187.0,147.7088445303645,0.06840999867679856,0.0013454674087377907,0.0009637327082349015,0.14311159484044575,0.09218645705977309,0.0022446379793971023,0.0013433256551145252,0.20853150753012964
366,75.0,11,0.75,65,0,38,27,258,0,155,180.0,11.0,0.013072815782151215,0.0,0.0,0.013072815782151215,0.017697545477286667,0.0,0.0,0.017697545477286667
367,72.0,8,0.5,97,0,55,47,263,0,111,181.0,8.0,0.007838871550394977,0.0,0.0,0.007838871550394977,0.007872061699693714,0.0,0.0,0.007872061699693714
368,82.0,17,0.0,52,0,45,1,157,1,60,189.0,48.3058527375708,0.03191333044220926,0.0,0.006725338076130401,0.2424557738639253,0.05075656025576952,0.0,0.010696314755355344,0.3856138148216295
369,71.0,41,0.0,111,0,84,7,276,0,81,177.0,41.0,0.05475432003342308,0.0,0.0,0.05475432003342308,0.05498615238900857,0.0,0.0,0.05498615238900857
371,70.0,16,0.875,90,0,46,28,197,0,61,173.0,16.0,0.03216282417548646,0.0,0.0,0.03216282417548646,0.03380508999159537,0.0,0.0,0.03380508999159537
372,66.0,37,0.125,86,0,73,28,264,0,105,180.0,37.0,0.0506796955465806,0.0,0.0,0.0506796955465806,0.05657183450742834,0.0,0.0,0.05657183450742834
374,82.0,74,0.0,74,5,73,12,276,2,129,188.0,302.09740075125603,0.07618155538565406,0.0028522639162160187,0.0016513106883355895,0.22227902007586084,0.1197199155705305,0.004536383489994454,0.0026263272836809996,0.35208064593027594
375,77.0,41,0.25,112,1,97,7,390,1,181,199.0,105.4029917927937,0.042040351040843874,0.0004666995481810343,0.00048089737520388715,0.07254167329401848,0.05766988364444453,0.0005092079461164629,0.0004799527034290015,0.08954853849963285
376,69.0,18,0.0,98,0,55,3,224,1,71,175.0,49.3058527375708,0.023752725841578722,0.0,0.0006524052550572261,0.04417682868161757,0.028273394366104113,0.0,0.0006551675694642709,0.04878397381418476
377,67.0,44,0.25,98,1,77,82,450,2,275,170.0,139.7088445303645,0.02775647179516924,0.002554838899575244,0.003137350247558711,0.21053175495435805,0.043851777148937954,0.00256565620713871,0.004989799080106394,0.2849775725963806
378,84.0,4,0.0,44,0,21,0,108,0,43,191.0,4.0,0.014328494900294914,0.0,0.0,0.014328494900294914,0.0156335772930493,0.0,0.0,0.0156335772930493
380,88.0,7,0.75,82,0,51,0,211,1,78,194.0,38.3058527375708,0.009983186016890822,0.0,0.004261115982819253,0.1433810554727396,0.009963575109159017,0.0,0.004252745473421532,0.1430993986304643
381,77.0,13,0.125,53,0,38,1,171,0,80,187.0,13.0,0.03120047430348411,0.0,0.0,0.03120047430348411,0.04004170955008966,0.0,0.0,0.04004170955008966
383,82.0,6,0.0,66,0,46,0,248,0,136,190.0,6.0,0.011739263191725259,0.0,0.0,0.011739263191725259,0.023777162305031446,0.0,0.0,0.023777162305031446
384,82.0,34,0.25,71,0,45,6,174,0,58,182.0,34.0,0.07165115710530424,0.0,0.0,0.07165115710530424,0.11395759147095841,0.0,0.0,0.11395759147095841
385,68.0,81,0.375,134,1,97,63,371,3,140,175.0,208.01469726793528,0.07786154705072657,0.00044034951688949055,0.001291691916209172,0.13287337315527326,0.11471578175587537,0.0007003539423149332,0.0020543715641238042,0.20220934722725908
386,76.0,38,0.125,70,0,53,27,206,1,83,180.0,69.3058527375708,0.06458807366970833,0.0,0.0005520799913241374,0.0818714085774611,0.10528066485626603,0.0,0.0008780556888724535,0.13276894694749336
387,72.0,7,0.125,25,1,15,4,58,0,18,178.0,40.09713905522289,0.044771031148204195,0.00695084433461115,0.0,0.27482409264203767,0.06651826204594355,0.0075839481336494475,0.0,0.3175252480129374
388,80.0,77,0.125,161,3,89,20,401,0,151,183.0,176.29141716566866,0.07303380317705582,0.001743694937246633,0.0,0.13074511698499583,0.08828449765889518,0.0019025159143814128,0.0,0.15125233143195133
389,84.0,39,0.0,54,5,49,12,213,2,110,188.0,267.09740075125603,0.0655459431771621,0.005483875594727816,0.0009772890040378797,0.2776414019398688,0.08543317440916222,0.005925807753137978,0.000981426891454902,0.31228486336586675
390,82.0,15,1.0,71,0,60,98,245,1,114,190.0,46.3058527375708,0.030575727951688385,0.0,0.0045913892671163165,0.17431308420889494,0.03422167086423441,0.0,0.00719981566054343,0.25961803967086305
392,76.03452685421995,6,0.0,15,0,7,9,46,0,24,181.0,6.0,0.043750855226439705,0.0,0.0,0.043750855226439705,0.0695835529783869,0.0,0.0,0.0695835529783869
393,85.0,50,0.5,102,0,77,20,320,0,141,184.0,50.0,0.05652527986173033,0.0,0.0,0.05652527986173033,0.06574778864996389,0.0,0.0,0.06574778864996389
394,79.0,24,0.25,73,0,39,2,167,0,55,188.0,24.0,0.037542610733658,0.0,0.0,0.037542610733658,0.03746886226559751,0.0,0.0,0.03746886226559751
395,81.0,24,0.0,76,0,51,5,194,2,67,184.0,86.6117054751416,0.0384124005648081,0.0,0.0032264464171770117,0.13941905696661458,0.041350275614024684,0.0,0.003472670122201297,0.15006517506582048
396,74.0,26,1.0,74,1,50,60,223,1,99,174.0,90.40299179279369,0.027297858584408082,0.0035434543436075896,0.0005062077633725127,0.160423325425377,0.04283073602445221,0.003536493604213695,0.0005052133720305278,0.17569469203685856
397,73.0,83,0.25,117,1,86,109,400,1,197,173.0,147.4029917927937,0.07004669061360794,0.0012073080828435437,0.0003790857687418029,0.12187273736511489,0.10010604726995215,0.0015184732604945372,0.000378341095045384,0.16220745853023963
399,89.0,20,0.25,127,0,87,0,371,2,157,194.0,82.6117054751416,0.02322236172655458,0.0,0.0010557334849906124,0.056272998737793116,0.03234680781682095,0.0,0.0010536596087823062,0.06533252036488629
400,60.0,48,0.25,76,0,52,33,193,1,65,161.0,79.3058527375708,0.10106240316561527,0.0,0.003416167068989695,0.2080084263543455,0.1725683483649052,0.0,0.005899738121960343,0.3572646812012282
401,67.0,30,0.25,89,1,48,38,200,0,63,174.0,63.09713905522289,0.03942513891423879,0.0010508340743953751,0.0,0.07420474039846896,0.06270371694725936,0.0016712991805242724,0.0,0.1180189383279513
402,83.0,76,0.25,128,6,101,31,365,4,136,184.0,399.80624528162053,0.06953176371016861,0.005951439833566264,0.004223935171716667,0.39874128791931157,0.1156446486893277,0.009581762825259906,0.006717958203952951,0.6430849955412267
403,74.0,5,0.25,25,0,23,7,127,0,79,177.0,5.0,0.017365738549029258,0.0,0.0,0.017365738549029258,0.017331625401602834,0.0,0.0,0.017331625401602834
404,81.0,68,0.25,66,1,53,93,232,4,113,189.0,226.3205500055061,0.11101999964667567,0.002533517768405288,0.008071429941020397,0.4475551866416679,0.18017320093487388,0.004029433640716054,0.01187139494716359,0.6851800684608917
406,76.0,12,0.375,35,0,21,27,86,0,30,174.0,12.0,0.054346705341166666,0.0,0.0,0.054346705341166666,0.08723498482560776,0.0,0.0,0.08723498482560776
407,89.0,20,0.125,82,0,68,0,300,3,150,196.0,113.9175582127124,0.022887202793577772,0.0,0.0011218781182257501,0.05800855395225617,0.030647659077536017,0.0,0.0017842911886138029,0.0865064162692249
409,77.0,27,0.25,67,0,40,18,185,0,78,179.0,27.0,0.065674046728409,0.0,0.0,0.065674046728409,0.10802533314854668,0.0,0.0,0.10802533314854668
410,75.0,10,0.125,22,0,9,0,58,0,27,180.0,10.0,0.06890174793682617,0.0,0.0,0.06890174793682617,0.10958479332692483,0.0,0.0,0.10958479332692483
411,79.0,40,0.25,170,0,129,258,580,1,281,188.0,71.3058527375708,0.020788509969902808,0.0,0.00017378841643919516,0.02622910454244388,0.03201738356252698,0.0,0.00017344702756856017,0.037447290665357715
412,77.0,5,0.75,25,1,7,1,63,0,31,183.0,38.09713905522289,0.028541600940304824,0.0069725811634241035,0.0,0.2593140892799802,0.04342723118201117,0.0070021033986493965,0.0,0.275176821046159
413,70.0,31,0.5,109,1,82,55,311,1,120,174.0,95.4029917927937,0.0325884263476268,0.001631795399642415,0.0003274793501412495,0.09684820590938216,0.04818778668023546,0.0020523656854172737,0.00032886591304811256,0.1264106470069498
415,78.0,47,1.0,167,0,115,222,545,3,263,183.0,140.91755821271238,0.029839406723495686,0.0,0.0036878595050472618,0.145290993305356,0.044339597043776005,0.0,0.00432382913559249,0.17970075522505255
416,71.0,15,0.75,17,1,21,3,80,0,42,182.0,48.09713905522289,0.07678334760136371,0.009404294540044445,0.0,0.38803859170948807,0.07930696249642637,0.011828107502799551,0.0,0.4707834812767082
417,75.0,19,1.0,45,0,32,53,123,1,46,187.0,50.3058527375708,0.056039753013154135,0.0,0.0008980343664139178,0.08415348464138592,0.11255101017463663,0.0,0.0015285670519906967,0.16040410520376008
418,83.0,46,0.25,59,3,48,10,196,0,89,189.0,145.29141716566866,0.1017285769021656,0.005965904919387911,0.0,0.29918296160938557,0.14020257299217617,0.007152794682502568,0.0,0.3769396132324226
419,78.0,27,0.0,76,0,58,2,215,0,81,188.0,27.0,0.03857280808296626,0.0,0.0,0.03857280808296626,0.03849703590172155,0.0,0.0,0.03849703590172155
420,89.0,12,0.25,53,0,47,0,218,2,118,194.0,74.6117054751416,0.015181691472162607,0.0,0.005692680305256362,0.19339590279058788,0.025468699428772373,0.0,0.006663133292811046,0.2340637690643202
421,69.0,19,0.25,61,0,50,3,191,2,80,180.0,81.6117054751416,0.04251089071998127,0.0,0.003945531671329835,0.16602912419405466,0.06761145127934794,0.0,0.006275171323141802,0.2640610406246525
422,86.0,31,0.875,56,1,58,56,188,2,74,188.0,126.7088445303645,0.05999831880166001,0.0034530518732858893,0.0016357572797033731,0.2254932333295042,0.06302000674590116,0.0037719298245614,0.0013179182126636338,0.2291186461417625
424,71.0,77,0.25,119,3,80,37,330,5,131,175.0,332.8206808535226,0.08259248561102348,0.001444443195511131,0.0031076094477629763,0.22768578664777733,0.11707072497220969,0.002297314854736347,0.004942497821479671,0.3478343831280547
425,87.0,29,0.25,157,1,101,0,393,3,135,188.0,156.01469726793528,0.017278148073266615,0.00021443106909401277,0.004503052450974268,0.165347099884589,0.023669983941022387,0.0003410419197359675,0.007161880314455317,0.2591662662306292
426,73.0,16,0.25,57,0,34,33,171,0,80,180.0,16.0,0.037167927202064244,0.0,0.0,0.037167927202064244,0.047107938693200235,0.0,0.0,0.047107938693200235
427,78.0,24,0.0,42,2,28,3,103,1,33,179.0,121.50013084801658,0.08256121726465313,0.0038681683052253285,0.0018132038930743727,0.267350415611478,0.13130949796892924,0.006152128748178237,0.0028838103507085487,0.42520750079538283
428,69.0,16,0.25,74,0,85,76,327,1,168,170.0,47.3058527375708,0.014806656832719062,0.0,0.0004714136850313478,0.029564664234786014,0.02244145398867246,0.0,0.0005143514607236999,0.03854366507344303
