games,goals,height,skin_colour,redCards,ties,victories,defeats,yellowReds,yellowCards,weight,gravity,meanIAT_yellowCards,meanIAT_yellowReds,meanIAT_redCards,meanIAT_gravity,meanExp_yellowCards,meanExp_yellowReds,meanExp_redCards,meanExp_gravity
539,112,179.0,0.25,1,107,353,79,0,92,75.0,123.3058527375708,,,,,,,,
104,12,180.0,0.5,0,33,32,39,0,28,68.0,28.0,0.09708524278492622,0.0,0.0,0.09708524278492622,0.11286867337370529,0.0,0.0,0.11286867337370529
244,6,181.0,1.0,0,63,122,59,6,32,75.0,230.58283433133732,,,,,,,,
315,33,170.0,1.0,1,85,101,129,0,33,70.0,64.3058527375708,0.018306601786935717,0.0,0.00047086622812259884,0.03304747058363722,0.020919096317559265,0.0,0.0005380625029934216,0.03776360179988008
1,0,184.0,0.75,0,1,0,0,0,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,31,191.0,0.75,0,26,55,71,1,12,90.0,45.09713905522289,0.03682859934851633,0.0007903252451483797,0.0,0.06298610388604536,0.04413351885834467,0.0009479063442506708,0.0,0.0755065069453371
155,61,194.0,0.75,1,48,61,46,0,19,84.0,50.3058527375708,0.0484137892318287,0.0,0.00310491790479473,0.1456158919215794,0.0563551613398482,0.0,0.0037183109902586453,0.1727600576333764
261,5,180.0,1.0,4,57,121,83,2,82,76.0,273.417689060729,0.11959795052018289,0.0017782318015838543,0.005442879837013941,0.3488463303754751,0.1407752257487993,0.002132789274564009,0.007569107385325273,0.44832181010438477
5,0,191.0,0.75,0,0,2,3,0,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,27,178.0,0.5,0,54,82,76,0,9,83.0,9.0,0.012469524744681514,0.0,0.0,0.012469524744681514,0.015056744156577333,0.0,0.0,0.015056744156577333
162,33,188.0,1.0,1,44,71,47,0,22,79.0,53.3058527375708,,,,,,,,
180,17,185.0,0.25,2,40,68,72,1,48,79.0,143.7088445303645,0.08149288887351044,0.0008679072620587985,0.0032732502454788973,0.21269002637108808,0.09840131067322193,0.0010479836131708654,0.00395239534110155,0.256819676555119
340,7,186.0,0.0,1,95,119,126,2,55,77.0,152.50013084801657,0.0546964137318518,0.0033156830230299666,0.0006631366046059934,0.18519609269680432,0.06005624372481608,0.0037888567919120105,0.0007577713583824022,0.209179242381322
390,60,185.0,0.125,1,108,135,147,1,57,74.0,121.4029917927937,0.051939267385795504,0.0032628106451079897,0.0003318448396693878,0.17031765070020874,0.05418313544706493,0.0039133748157137785,0.0003792016805916942,0.19557587786839406
25,3,177.0,0.875,0,2,10,13,0,1,65.0,1.0,0.012371021706786481,0.0,0.0,0.012371021706786481,0.00792998518282851,0.0,0.0,0.00792998518282851
330,3,180.0,0.125,1,78,120,132,1,29,71.0,93.40299179279369,0.035114328977031484,0.002782391347997175,0.0026302030571295322,0.2095442719041487,0.04012014678034842,0.003179460244961128,0.0025848774929486036,0.22627297876729008
154,10,175.0,0.0,0,34,84,36,0,19,65.0,19.0,0.04923781333313517,0.0,0.0,0.04923781333313517,0.059453842336896844,0.0,0.0,0.059453842336896844
82,0,182.0,1.0,1,16,41,25,0,19,76.03452685421995,50.3058527375708,0.07013735837296174,0.0,0.003564905742542098,0.18173977257230514,0.07938118006299096,0.0,0.0042691718777043705,0.21303124617778263
161,6,193.0,0.5,0,25,95,41,0,8,90.0,8.0,0.016835297596763554,0.0,0.0,0.016835297596763554,0.017409319809764522,0.0,0.0,0.017409319809764522
216,84,190.0,0.75,3,46,92,78,1,21,83.0,148.01469726793528,0.02926883453644718,0.001228030749270358,0.0028671904678713683,0.15967298156688556,0.03607693133766602,0.0014032802933007446,0.0032714297706166245,0.18493639297872383
411,25,186.0,0.0,1,96,162,153,2,66,84.0,163.5001308480166,0.04466428087628459,0.0018033184222777257,0.0016319033931465202,0.15543708876704268,0.05323976028672384,0.002177477062921687,0.001250963032606009,0.16447048590670998
377,53,189.0,0.0,0,84,170,123,0,28,80.0,28.0,0.02316359607688653,0.0,0.0,0.02316359607688653,0.026071168369684834,0.0,0.0,0.026071168369684834
107,3,184.0,0.0,0,28,49,30,0,12,81.0,12.0,0.046117651454971355,0.0,0.0,0.046117651454971355,0.055686298658325105,0.0,0.0,0.055686298658325105
318,8,180.0,0.25,2,72,159,87,3,51,80.0,212.90312264081027,0.056995860833009886,0.0023980063232916836,0.006472528733997819,0.33899104095652977,0.06717372925710648,0.0028328528254011032,0.00781547101347764,0.405603037765072
60,5,186.0,0.125,0,16,29,15,0,8,75.0,8.0,0.04910931976058616,0.0,0.0,0.04910931976058616,0.05629787119466289,0.0,0.0,0.05629787119466289
229,18,186.0,0.25,1,42,120,67,1,14,80.0,78.40299179279369,0.03610847024002399,0.0009268912507424061,0.0032996792976213237,0.17008519302745906,0.04322357312626831,0.0011192058004737397,0.0037648943133309957,0.19812931008161758
425,26,185.0,0.125,0,79,200,146,3,74,80.0,173.29141716566866,0.061542530343057164,0.0007003253015216892,0.0,0.08472129423141143,0.07337007772464221,0.0008456311773941047,0.0,0.10135805039228674
207,63,186.0,0.25,1,64,61,82,1,49,77.0,113.4029917927937,0.06650594225197835,0.001243620343837818,0.0004522255795773884,0.12182352510229508,0.07449370026187226,0.0014456009167924792,0.0005256730606518107,0.13879559824818433
276,10,180.0,0.25,1,65,115,96,1,29,75.0,93.40299179279369,0.04267882786340691,0.00415086081854208,0.0006918101364236798,0.20171815182680888,0.051844569959486934,0.005012095541251965,0.0008353492568753275,0.24388191386654406
109,0,195.0,0.25,0,25,36,48,0,4,90.0,4.0,0.013259694281453866,0.0,0.0,0.013259694281453866,0.01601086075677711,0.0,0.0,0.01601086075677711
183,0,190.0,0.125,3,45,69,69,0,20,90.0,113.9175582127124,0.051084643180114596,0.0,0.005779043512498053,0.23200252834639248,0.06168385872293116,0.0,0.0069780991191764645,0.280139202136042
108,0,194.0,0.125,0,21,40,47,0,2,91.0,2.0,0.014349312348754105,0.0,0.0,0.014349312348754105,0.014086848797076725,0.0,0.0,0.014086848797076725
310,4,194.0,0.125,0,54,168,88,0,30,92.0,30.0,0.03331759253986272,0.0,0.0,0.03331759253986272,0.039248842390547524,0.0,0.0,0.039248842390547524
274,12,178.0,0.25,1,87,117,70,1,24,65.0,88.40299179279369,0.025217519559639717,0.00035064646647955055,0.0004508311711879936,0.050936568674653855,0.030221143412746516,0.00041991854534797086,0.0005398952725902482,0.061021127797416176
177,53,184.0,0.0,0,48,71,58,0,17,75.0,17.0,0.04284600641838403,0.0,0.0,0.04284600641838403,0.05173584158031644,0.0,0.0,0.05173584158031644
181,52,183.0,0.375,0,52,66,63,0,20,70.0,20.0,,,,,,,,
90,2,173.0,0.0,1,28,30,32,0,16,63.0,47.3058527375708,0.05096646076907071,0.0,0.006731459196681932,0.2617005310893619,0.05749235647962724,0.0,0.00747439037652761,0.29148452091031696
55,6,186.0,0.0,0,11,26,18,0,5,77.0,5.0,0.04062544630913525,0.0,0.0,0.04062544630913525,0.04905455210587029,0.0,0.0,0.04905455210587029
316,78,185.0,0.125,2,69,150,97,1,36,80.0,131.7088445303645,0.03826696764408429,0.0007988218266987444,0.001525272220927848,0.11245563225575457,0.04332459852807413,0.0009285611728302056,0.0018584053711581316,0.13223628166270332
168,5,184.0,0.125,1,48,49,71,4,46,76.0,209.69440895846236,0.07416247324138202,0.011759848514536559,0.0010799860880696842,0.4971897002270897,0.0862074505620349,0.013669805160546427,0.0012553902698461004,0.5779399557344246
319,1,185.0,0.25,1,76,132,111,0,19,84.0,50.3058527375708,0.016353435977259342,0.0,0.0010040237638323669,0.04778525607281699,0.018178936073114386,0.0,0.0011670906484196161,0.05471570404393491
619,264,184.0,0.25,2,136,333,150,3,54,84.0,215.90312264081027,0.0234117929670078,0.001835092424713537,0.002584781056980739,0.16506687725563954,0.026447620987680352,0.00191297205966201,0.002784991336457709,0.17694805190962554
419,17,183.0,0.25,0,103,178,138,2,76,81.0,142.1942781104458,0.08119584225164204,0.0012676850576774574,0.0,0.1231525908838211,0.09344956443055105,0.0015307086657578117,0.0,0.14411164199417206
231,9,179.0,0.25,0,67,102,62,2,36,71.0,102.19427811044578,0.047422009910586635,0.0062313929629923895,0.0,0.25366328931448306,0.05729220629878323,0.0071461646656345015,0.0,0.2938098119488086
119,14,186.0,0.0,1,27,62,30,0,21,72.0,52.3058527375708,0.06718585745661611,0.0,0.0037746060803386917,0.18535311955003855,0.07370764232816251,0.0,0.004520299635216393,0.21521947703794192
398,117,185.0,0.125,0,95,169,134,0,32,77.0,32.0,,,,,,,,
203,23,176.0,0.125,2,60,87,56,3,48,70.0,209.90312264081027,0.06891056236381654,0.007129821307100412,0.001722399120279012,0.35880842281858627,0.07748132790656502,0.009116476715517902,0.002002139768535831,0.4418893182075793
138,5,177.0,1.0,3,28,56,54,0,21,71.0,114.9175582127124,0.04906185269744603,0.0,0.009154982420616058,0.3356663841723018,0.054102254247196405,0.0,0.009127319862428937,0.33984078574910176
145,0,203.0,0.125,1,43,71,31,0,13,96.0,44.3058527375708,0.02935403088422567,0.0,0.004315728347710272,0.16446158699300314,0.030724571744739616,0.0,0.005715116744971522,0.20964117494084306
239,31,178.0,0.125,2,65,87,87,2,45,76.0,173.80598358558737,0.04471182377303458,0.0014669688588568983,0.0012293441511412356,0.13174996304372452,0.05010453756318506,0.001676316730458808,0.0014047811278390344,0.14956369660842425
136,0,186.0,0.25,0,37,40,59,0,18,88.0,18.0,0.03880400774231126,0.0,0.0,0.03880400774231126,0.045268884609555596,0.0,0.0,0.045268884609555596
166,1,177.0,0.375,1,42,75,49,2,47,73.0,144.50013084801657,0.08090915836987246,0.007983362207250674,0.0009979202759063343,0.37637635267281894,0.09404988756894175,0.009279966979531052,0.0011599958724413815,0.4375049050771976
270,3,178.0,0.25,1,68,113,89,1,38,72.0,102.4029917927937,0.04403137765376713,0.0004106227906514746,0.00045624754516830504,0.07190503571611978,0.054331147679743334,0.0004958202040808396,0.0005509113378675994,0.08798812713533706
341,34,178.0,0.25,1,80,191,70,1,37,81.0,101.4029917927937,,,,,,,,
193,9,187.0,0.125,1,38,104,51,3,58,81.0,188.59726990323946,0.08930310194272434,0.004274944931942499,0.003540280913072879,0.3416230617229379,0.09966669353403716,0.004969253151474147,0.004039417857011381,0.3905921766660936
140,29,178.0,0.25,0,28,90,22,0,6,65.0,6.0,0.021831330532419237,0.0,0.0,0.021831330532419237,0.02313422109205574,0.0,0.0,0.02313422109205574
650,420,185.0,0.25,5,118,435,97,3,93,80.0,348.8206808535226,0.053925273013978973,0.0007644308595601399,0.0008981667866828321,0.10734362462861441,0.06037216500607575,0.0008847531333025042,0.0010390912728744433,0.12218460085803523
162,16,165.0,0.0,2,40,48,74,1,35,65.0,130.7088445303645,0.04269519446388277,0.0008207894269329598,0.0037619515401094,0.1876320771826822,0.04953145871043418,0.0009540966050830364,0.0043729427732972495,0.2180080292116517
291,13,190.0,0.25,2,73,130,88,2,50,84.0,178.80598358558737,0.06375488807462314,0.001149849464502703,0.001514210236264238,0.1492152583640532,0.07429881089342147,0.001330446155131388,0.001746804044352488,0.1730179624691838
409,10,177.0,0.0,13,105,164,140,6,107,68.0,712.5589199197577,0.10540697062515483,0.0061726659343868725,0.018362126548635775,0.8845465830772253,0.12094296113479253,0.007392108998303204,0.022134364721425714,1.0585357829716344
16,1,178.0,0.375,0,4,8,4,0,1,70.0,1.0,0.020519735673323998,0.0,0.0,0.020519735673323998,0.023852415127075907,0.0,0.0,0.023852415127075907
234,5,188.0,0.0,2,64,77,93,2,66,79.0,194.8059835855874,0.09329739245719537,0.0022091640890535154,0.00815691355958221,0.42177353819777963,0.10845013652177596,0.0025679618770350875,0.009481705392129553,0.49027520056155616
18,0,193.0,0.25,0,1,8,9,0,1,76.03452685421995,1.0,0.02340482133903506,0.0,0.0,0.02340482133903506,0.026744871472320075,0.0,0.0,0.026744871472320075
598,79,178.0,0.0,0,151,254,193,0,33,70.0,33.0,0.015190619825278525,0.0,0.0,0.015190619825278525,0.0171325271043558,0.0,0.0,0.0171325271043558
261,0,194.0,0.0,0,87,84,90,0,5,90.0,5.0,0.010532183531157807,0.0,0.0,0.010532183531157807,0.012612872538384947,0.0,0.0,0.012612872538384947
233,13,184.0,0.0,1,68,71,94,3,42,78.0,172.59726990323946,0.06509875115818757,0.0025273914271469267,0.0021599721761393683,0.216367947532917,0.07335637945215912,0.002988738250267424,0.002510780539692201,0.25087719075288617
120,12,178.0,0.0,1,24,56,40,0,12,71.0,43.3058527375708,0.04755098356366016,0.0,0.0008483623939522302,0.07410969173682172,0.05295906634638742,0.0,0.000969430309231218,0.08330790884651766
169,18,174.0,0.125,0,50,68,51,1,22,68.0,55.09713905522289,0.047103717007177213,0.0006797427966318509,0.0,0.06960125886908769,0.05391779228091234,0.0007901421160107961,0.0,0.08006923576790974
586,39,173.0,0.375,2,110,375,101,8,146,64.0,473.3888179169247,,,,,,,,
123,12,181.0,0.25,3,34,42,47,1,36,68.0,163.01469726793528,0.09614961858357529,0.0019088126207743254,0.010689350676336223,0.4939650934573423,0.11176560230972711,0.002218829314146596,0.01242544415922094,0.5741916297073216
90,4,171.0,0.0,0,14,64,12,0,18,73.0,18.0,0.07508847651314333,0.0,0.0,0.07508847651314333,0.08823018969876192,0.0,0.0,0.08823018969876192
130,3,179.0,0.25,0,33,52,45,2,26,74.0,92.19427811044578,0.07664609839121592,0.0032831577077318394,0.0,0.1853092255842434,0.08909444964608734,0.0038163864203321456,0.0,0.21540592168828465
86,0,182.0,0.0,1,21,31,34,0,8,77.0,39.3058527375708,0.02791800771880816,0.0,0.0016750804631284896,0.08035783002109055,0.03245226547901485,0.0,0.0019471359287408904,0.0934090161242103
68,0,196.0,0.25,0,25,22,21,0,2,85.0,2.0,0.010989517546751157,0.0,0.0,0.010989517546751157,0.01255710425495706,0.0,0.0,0.01255710425495706
97,17,168.0,0.0,0,17,41,39,0,13,65.0,13.0,0.04761936163073005,0.0,0.0,0.04761936163073005,0.05544597457220471,0.0,0.0,0.05544597457220471
145,36,187.0,0.375,1,28,57,60,2,21,82.0,118.50013084801658,0.06299374760173776,0.003671915339479532,0.004895887119306043,0.33779356136826244,0.07606390464142725,0.004433776824953661,0.005911702433271548,0.40788011856108125
302,23,187.0,0.25,1,67,161,74,0,23,75.0,54.3058527375708,0.028552810182469277,0.0,0.0001883910808539754,0.03445055361675563,0.030782126506569193,0.0,0.0002152759540859097,0.03752152382312273
298,8,174.0,0.0,1,76,110,112,1,44,73.0,108.4029917927937,0.051767889515280184,0.001136545224124617,0.00048709081033912157,0.10463307801898268,0.06250886733193169,0.0013723594934380381,0.000588154068616302,0.12634270497911068
62,0,189.0,0.0,0,18,29,15,0,2,84.0,2.0,0.015275167812234853,0.0,0.0,0.015275167812234853,0.018444511591807232,0.0,0.0,0.018444511591807232
269,22,184.0,0.5,0,72,105,92,0,29,85.0,29.0,0.044766891166314764,0.0,0.0,0.044766891166314764,0.04877305241241831,0.0,0.0,0.04877305241241831
196,37,182.0,0.25,2,42,89,65,0,34,79.0,96.6117054751416,0.07008967449539794,0.0,0.005862180629695393,0.25361023800968197,0.08463211858536186,0.0,0.007078485808259354,0.3062301529037141
287,7,184.0,0.375,3,87,100,100,0,26,79.0,119.9175582127124,0.03156633990469495,0.0,0.003990762709323604,0.15650056959336875,0.034953918247255994,0.0,0.004779159158661666,0.1845695710777309
131,26,179.0,0.625,0,25,50,56,1,13,77.0,46.09713905522289,0.036369447171987736,0.00495947006890742,0.0,0.20051371768283244,0.04391550379001721,0.005988477789547802,0.0,0.2421169859197946
284,7,186.0,0.0,1,69,141,74,0,40,76.0,71.3058527375708,0.0507979880837087,0.0,0.000317175411383614,0.06072743480446256,0.057344489541868465,0.0,0.00038298404468038266,0.06933413164547178
216,81,188.0,0.75,1,47,106,63,0,10,76.0,41.3058527375708,0.015308367783321009,0.0,0.0012057029174654425,0.05305392576275363,0.018121456459772645,0.0,0.0013777661061498221,0.06125359928571531
477,60,197.0,0.25,4,88,266,123,1,42,95.0,200.3205500055061,0.03195546257572133,0.00016424911626058982,0.006583171529777046,0.2434834368736644,0.036896579515496235,0.0001983280816323358,0.007050755767227536,0.26419059334924055
216,23,181.0,0.0,0,54,89,73,0,15,74.0,15.0,0.02475736022586885,0.0,0.0,0.02475736022586885,0.02667511983020743,0.0,0.0,0.02667511983020743
183,8,184.0,0.5,1,41,73,69,0,37,75.0,68.3058527375708,0.07470641389047479,0.0,0.003503478856017168,0.1843858070261412,0.08894568806661503,0.0,0.004230392566928264,0.22138173478898535
48,8,181.0,0.25,0,13,16,19,1,8,77.0,41.09713905522289,0.06948102563358559,0.008880911518741194,0.0,0.3634137891064935,0.07951573657500786,0.010723553251050715,0.0,0.43443466969112093
215,15,175.0,0.0,1,58,82,75,1,33,73.0,97.4029917927937,0.0646762112832533,0.005450437846076657,0.0004954943496433325,0.26058198372893454,0.07419528177386672,0.006228257740129333,0.0005662052491026666,0.2980583324183432
145,5,173.0,0.75,2,34,65,46,1,22,74.0,117.70884453036449,0.04995764849464036,0.004581409313922082,0.0021530409240454328,0.2689919717325425,0.05709041709847026,0.006617932611287489,0.0024602966181246824,0.3531467366101015
225,3,173.0,0.375,0,58,112,55,0,31,74.0,31.0,0.047154669877830964,0.0,0.0,0.047154669877830964,0.05388400821068891,0.0,0.0,0.05388400821068891
209,51,185.0,0.875,0,38,115,56,0,12,73.0,12.0,0.02241033083369303,0.0,0.0,0.02241033083369303,0.025631008852038794,0.0,0.0,0.025631008852038794
96,5,187.0,0.0,0,25,36,35,1,5,76.03452685421995,38.09713905522289,0.02491785482844465,0.0012057029174654425,0.0,0.06482317194708632,0.028144299742529057,0.001377766106149822,0.0,0.07374441614334269
318,19,188.0,0.5,2,65,183,70,3,58,87.0,219.90312264081027,0.07801594434602556,0.0015770714754627453,0.0036823783824534067,0.2454924936345421,0.08882953778323616,0.0018210124305373426,0.004331106653409558,0.2846888265003727
232,9,183.0,0.25,1,63,89,80,3,24,80.0,154.59726990323946,0.026704328120566972,0.004384522159570019,0.002306114384272664,0.24401434503659583,0.02838321281678839,0.0040759300840529505,0.00305387917670234,0.25888912937223263
466,190,180.0,1.0,0,118,177,171,0,16,73.0,16.0,,,,,,,,
388,27,183.0,0.0,1,67,246,75,3,30,83.0,160.59726990323946,0.023522149165179983,0.002402178516684976,0.0009590507439356158,0.1330512869248778,0.024909705825076876,0.0027449880839362528,0.001270025943327005,0.15552020329873456
148,14,180.0,0.375,1,34,83,31,0,30,83.0,61.3058527375708,0.07330313879302781,0.0,0.0016578415115149833,0.12520328101474767,0.08310798366067722,0.0,0.0018944283959560053,0.14241468004634844
76,19,174.0,0.625,0,21,30,25,0,17,70.0,17.0,0.0720393455943753,0.0,0.0,0.0720393455943753,0.07753007943809738,0.0,0.0,0.07753007943809738
255,15,187.0,0.0,2,52,129,74,1,52,85.0,147.7088445303645,0.06652490905446672,0.0011098354719084077,0.0009054271313645087,0.13160245643573673,0.0793774076799987,0.0013034144075613078,0.0010846955550987926,0.15647401488665671
258,27,180.0,0.75,0,38,155,65,0,11,75.0,11.0,0.012768175005145807,0.0,0.0,0.012768175005145807,0.015177181596385722,0.0,0.0,0.015177181596385722
263,47,181.0,0.5,0,55,111,97,0,8,72.0,8.0,0.009017591116930353,0.0,0.0,0.009017591116930353,0.010799064317920375,0.0,0.0,0.010799064317920375
157,1,189.0,0.0,1,45,60,52,0,17,82.0,48.3058527375708,0.0283261182316431,0.0,0.005969377650421527,0.21520257589068584,0.032926658596198984,0.0,0.0069388844006039,0.2501543518045319
276,7,177.0,0.0,0,84,81,111,0,41,71.0,41.0,0.06298764647088508,0.0,0.0,0.06298764647088508,0.07543119183974106,0.0,0.0,0.07543119183974106
135,23,176.0,0.25,1,38,35,62,3,33,74.0,163.59726990323946,0.09862905887699805,0.011883019141806991,0.0023766038283613983,0.5663246052754886,0.11811375528315425,0.014230572925681237,0.002846114585136247,0.6782050503164443
197,28,173.0,0.875,0,46,61,90,0,16,70.0,16.0,0.038016669135657,0.0,0.0,0.038016669135657,0.044458510571702706,0.0,0.0,0.044458510571702706
264,28,180.0,0.125,0,73,105,86,0,37,66.0,37.0,0.060162097571456234,0.0,0.0,0.060162097571456234,0.06917207582311134,0.0,0.0,0.06917207582311134
291,17,185.0,0.0,0,47,183,61,0,70,73.0,70.0,,,,,,,,
276,12,188.0,0.0,2,73,129,74,5,74,82.0,302.09740075125603,0.07376280344434417,0.002531655699955558,0.0014656954052374284,0.20343820870021806,0.08282534243574291,0.0029428304377561183,0.001703743937648279,0.2335617674646457
390,7,199.0,0.25,1,97,181,112,1,41,77.0,105.4029917927937,0.04073188849326327,0.0005684028039479943,0.0005455417075798162,0.07662304349460526,0.048367512141553694,0.0006495183071849161,0.0006587325568502583,0.09048689429156354
224,3,175.0,0.0,1,55,71,98,0,18,69.0,49.3058527375708,0.026049404883081655,0.0,0.0007505064721141257,0.04954464997768028,0.03054795701689219,0.0,0.0008987730268851306,0.05868481304105885
450,82,170.0,0.25,2,77,275,98,1,44,67.0,139.7088445303645,0.027753527498263496,0.002939006261027073,0.0027846969531228494,0.21220353913687326,0.030642910280037006,0.0035196226167333745,0.003236968973988249,0.24846842346373074
108,0,191.0,0.0,0,21,43,44,0,4,84.0,4.0,0.017450963279105086,0.0,0.0,0.017450963279105086,0.019941351536379003,0.0,0.0,0.019941351536379003
554,281,175.0,0.25,5,107,340,107,2,62,69.0,284.7235417982998,,,,,,,,
211,0,194.0,0.75,1,51,78,82,0,7,88.0,38.3058527375708,0.011325169625707576,0.0,0.004833913864631283,0.16265496521795625,0.013674954344739539,0.0,0.005836870756901023,0.19640317070851637
171,1,187.0,0.125,0,38,80,53,0,13,77.0,13.0,0.030137217102368743,0.0,0.0,0.030137217102368743,0.03670840930419509,0.0,0.0,0.03670840930419509
112,23,182.0,1.0,1,21,62,29,0,14,74.0,45.3058527375708,,,,,,,,
248,0,190.0,0.0,0,46,136,66,0,6,82.0,6.0,0.009864133477251171,0.0,0.0,0.009864133477251171,0.010162769681551052,0.0,0.0,0.010162769681551052
174,6,182.0,0.25,0,45,58,71,0,34,82.0,34.0,0.06359722158344498,0.0,0.0,0.06359722158344498,0.07392626076119581,0.0,0.0,0.07392626076119581
371,63,175.0,0.375,3,97,140,134,1,81,68.0,208.01469726793528,0.07474328254395698,0.00039085210806331423,0.0011464995169857216,0.12357151415700657,0.0866629815884864,0.00045433171670620777,0.0013327063690048763,0.1434215709239992
206,27,180.0,0.125,1,53,83,70,0,38,76.0,69.3058527375708,0.058244163459720694,0.0,0.0004900235384674387,0.0735847681929257,0.06639582840515838,0.0,0.0005696099134824098,0.08422795247449913
58,4,178.0,0.125,0,15,18,25,1,7,72.0,40.09713905522289,0.045856677828508635,0.008465573675821191,0.0,0.326042946959397,0.0514232982666487,0.009673676915520027,0.0,0.37159432831491473
401,20,183.0,0.125,0,89,151,161,3,77,80.0,176.29141716566866,0.08454417067363294,0.002123681275081177,0.0,0.1548319451439677,0.09623180679739986,0.0024267471187866185,0.0,0.1765501936397422
213,12,188.0,0.0,2,49,110,54,5,39,84.0,267.09740075125603,0.07096112023922789,0.006215695772979422,0.0011242425117989905,0.3118782380781849,0.08139677169106758,0.007365940381251616,0.0013463426137234806,0.3673367283613774
245,98,190.0,1.0,1,60,114,71,0,15,82.0,46.3058527375708,0.034628706131845405,0.0,0.004302113514620207,0.16931003828085872,0.04068027851636934,0.0,0.004908659674342944,0.19435005542020176
53,15,179.0,0.0,1,10,20,23,1,8,74.0,72.40299179279369,0.053889220684903774,0.009119882521477333,0.004559941260738666,0.4984840902661936,0.06120521889465105,0.010601073389811514,0.005300536694905757,0.5780082402126756
46,9,181.0,0.0,0,7,24,15,0,6,76.03452685421995,6.0,0.038833048155968,0.0,0.0,0.038833048155968,0.045140054434036125,0.0,0.0,0.045140054434036125
320,20,184.0,0.5,0,77,141,102,0,50,85.0,50.0,0.060465729359637475,0.0,0.0,0.060465729359637475,0.0722439804545042,0.0,0.0,0.0722439804545042
167,2,188.0,0.25,0,39,55,73,0,24,79.0,24.0,0.04258925297307085,0.0,0.0,0.04258925297307085,0.051425816056765584,0.0,0.0,0.051425816056765584
194,5,184.0,0.0,2,51,67,76,0,24,81.0,86.6117054751416,0.04435803123711521,0.0,0.003892491203299224,0.16621578762989056,0.052148062706530794,0.0,0.004482597767113571,0.192479608285552
223,60,174.0,1.0,1,50,99,74,1,26,74.0,90.40299179279369,0.03101235823953499,0.004019781003219698,0.0005742544290313855,0.18203313366379506,0.03251104852960455,0.004853818839949271,0.0006934026914213245,0.2148661281697375
400,109,173.0,0.25,1,86,197,117,1,83,73.0,147.4029917927937,0.06890912898386659,0.0011773378634105623,0.00043004413885796314,0.1213385424458878,0.07996316156508128,0.001437041833255604,0.0005192711596792576,0.14378136140430087
234,0,188.0,0.375,1,62,82,90,0,25,85.0,56.3058527375708,,,,,,,,
371,0,194.0,0.25,2,87,157,127,0,20,89.0,82.6117054751416,0.022734067180923644,0.0,0.0011976498060668006,0.06022751564083113,0.026706621539834698,0.0,0.0014461422619024486,0.07197933822853031
193,33,161.0,0.25,1,52,65,76,0,48,60.0,79.3058527375708,0.08692692733872505,0.0,0.003054087968864951,0.18253775553959783,0.09884111512566413,0.0,0.0033911585967578975,0.20500422676551408
200,38,174.0,0.25,0,48,63,89,1,30,67.0,63.09713905522289,0.034993563213528756,0.0009327152578783636,0.0,0.06586376980245702,0.04067698579712992,0.0010842006875943595,0.0,0.0765609267182087
365,31,184.0,0.25,4,101,136,128,6,76,83.0,399.80624528162053,0.06234203802878579,0.005217627169361422,0.00374914449287917,0.35240073537739963,0.07053066125430031,0.0060639964192285905,0.004358055690346925,0.40766424363601594
127,7,177.0,0.25,0,23,79,25,0,5,74.0,5.0,0.01970011721816003,0.0,0.0,0.01970011721816003,0.023787564552925994,0.0,0.0,0.023787564552925994
232,93,189.0,0.25,4,53,113,66,1,68,81.0,226.3205500055061,0.09374613295529291,0.002248738155980712,0.0068669288025504345,0.38314799425459933,0.11046874986287927,0.00261396330159736,0.00844952289443235,0.46150297617692876
360,19,185.0,0.25,7,79,190,91,1,76,75.0,328.2381082182185,,,,,,,,
86,27,174.0,0.375,0,21,30,35,0,12,76.0,12.0,0.049499344021112064,0.0,0.0,0.049499344021112064,0.056594674676368244,0.0,0.0,0.056594674676368244
300,0,196.0,0.125,3,68,150,82,0,20,89.0,113.9175582127124,0.02237659299699013,0.0,0.000995773608646154,0.05355013494922607,0.026691284372780594,0.0,0.0011575005577139075,0.06292782637622825
330,36,188.0,0.25,4,82,176,72,1,107,88.0,265.3205500055061,,,,,,,,
185,18,179.0,0.25,0,40,78,67,0,27,77.0,27.0,0.057901882162779146,0.0,0.0,0.057901882162779146,0.06639431778341025,0.0,0.0,0.06639431778341025
58,0,180.0,0.125,0,9,27,22,0,10,75.0,10.0,0.06115685926167152,0.0,0.0,0.06115685926167152,0.07108955096697134,0.0,0.0,0.07108955096697134
580,258,188.0,0.25,1,129,281,170,0,40,79.0,71.3058527375708,0.0217896081728232,0.0,0.0001971498168848071,0.02796155130745802,0.023826103932998808,0.0,0.00023805513154113618,0.03127862282444866
63,1,183.0,0.75,0,7,31,25,1,5,77.0,38.09713905522289,0.0310354778311339,0.00802103792071972,0.0,0.2965088852604103,0.03356622639936655,0.009605636724834834,0.0,0.35148532079518074
311,55,174.0,0.5,1,82,120,109,1,31,70.0,95.4029917927937,0.03271080707835681,0.0015912877057969246,0.00037672193756804946,0.09717147905450195,0.037093265332079864,0.0019423031170943325,0.00045114536476719374,0.1155014320385833
79,11,175.0,0.5,0,11,45,23,0,6,70.0,6.0,0.013421713899532678,0.0,0.0,0.013421713899532678,0.015601579705760342,0.0,0.0,0.015601579705760342
