goals,birthday,skin_colour,victories,leagueCountry,weight,ties,position,yellowCards,redCards,defeats,yellowReds,height,games,club
41,1994,0,48,2,75,20,2,12,0,29,0,188,97,16
10,1988,0,83,1,63,52,0,35,0,78,0,171,213,42
5,1992,0,48,2,76,36,6,23,0,52,0,181,136,0
0,1987,0,54,2,89,16,5,2,3,19,0,192,89,86
18,1984,0,62,3,73,43,0,29,0,67,2,184,172,18
94,1988,0,204,0,61,77,0,31,0,89,0,170,370,21
40,1982,0,172,1,76,108,4,43,1,90,0,188,370,57
11,1986,0,61,1,66,61,4,14,0,74,1,174,196,30
4,1993,0,52,0,79,23,1,16,0,24,0,187,99,46
32,1988,0,181,2,90,74,1,36,1,64,0,192,319,16
3,1991,0,22,0,84,13,6,7,0,24,0,188,59,34
35,1981,0,163,0,67,100,7,29,1,151,1,178,414,78
54,1981,0,159,0,73,101,7,41,1,175,0,178,435,89
18,1979,0,181,0,72,110,1,46,2,159,0,185,450,78
27,1994,0,61,2,85,32,1,11,0,40,0,188,133,69
3,1988,0,40,2,83,17,1,10,0,19,0,186,76,2
1,1990,0,71,2,71,34,6,25,0,52,2,178,157,28
4,1980,0,147,1,75,89,9,73,4,90,3,179,326,36
9,1981,0,143,2,86,86,1,58,3,117,3,193,346,2
37,1984,0,156,1,58,83,10,35,0,94,0,167,333,56
19,1986,1,110,0,85,49,4,37,1,58,2,183,217,78
0,1987,0,50,2,86,32,5,1,1,34,0,190,116,74
57,1988,0,116,2,82,46,2,18,0,96,0,180,258,69
39,1989,1,73,2,84,50,2,7,0,74,0,190,197,1
9,1989,0,96,1,76,43,4,42,0,53,3,186,192,55
33,1994,0,64,2,74,22,0,16,1,18,0,183,104,86
60,1990,0,85,2,81,43,10,30,1,50,1,180,178,38
20,1981,0,293,1,73,82,6,26,0,51,0,175,426,57
9,1983,1,105,0,85,78,6,48,2,133,1,180,316,90
5,1984,0,71,3,71,56,4,40,1,100,2,178,227,35
0,1992,0,8,1,68,5,9,1,0,1,0,175,14,55
31,1990,0,67,2,79,47,0,26,0,57,0,180,171,87
2,1984,0,63,2,77,24,9,30,0,56,0,185,143,69
8,1986,0,88,2,84,67,1,45,0,84,5,189,239,74
76,1988,0,260,3,76,82,0,28,3,76,0,183,418,63
79,1987,0,100,1,69,78,2,17,1,98,0,179,276,77
12,1988,1,137,0,83,46,9,35,0,88,0,180,271,46
29,1981,0,338,0,74,126,3,46,0,147,1,186,611,47
17,1983,0,194,0,76,108,1,68,4,113,1,188,415,80
59,1982,1,294,3,85,101,4,90,2,102,5,177,497,63
39,1983,0,125,3,70,73,0,29,1,114,1,170,312,20
0,1988,1,71,2,74,52,1,25,1,77,0,184,200,38
244,1979,0,262,0,70,128,2,13,0,141,1,173,531,78
0,1984,0,129,2,92,65,5,19,0,77,0,190,271,11
9,1989,0,71,2,78,38,9,17,0,46,1,185,155,86
29,1983,0,165,0,77,89,7,51,0,135,0,183,389,40
17,1983,0,89,0,79,80,1,42,1,114,1,193,283,52
27,1984,0,114,2,76,64,6,32,1,71,1,184,249,11
65,1983,1,128,1,71,87,7,27,0,83,1,177,298,55
1,1985,0,48,3,72,24,4,42,3,58,1,183,130,35
20,1988,0,60,3,73,34,3,26,1,40,1,180,134,41
2,1982,1,33,0,76,19,4,8,0,34,0,186,86,34
0,1979,0,299,1,80,192,5,13,1,212,0,184,703,42
9,1984,0,75,3,72,61,1,46,3,95,1,177,231,18
1,1986,0,96,3,76,37,6,41,1,69,2,184,202,35
30,1986,0,66,2,79,51,7,16,1,78,1,180,195,0
92,1983,0,149,2,85,95,2,17,2,135,1,185,379,15
0,1972,0,55,0,93,50,5,5,3,100,0,193,205,90
64,1982,0,216,0,69,99,0,66,3,112,2,176,427,6
6,1985,0,85,3,79,61,1,52,1,70,4,190,216,65
19,1984,0,73,3,75,54,4,33,0,74,1,178,201,37
33,1989,0,135,2,76,48,3,33,0,64,0,186,247,38
7,1983,0,110,1,81,86,1,49,2,86,2,185,282,55
30,1983,0,98,2,65,52,10,31,1,44,0,175,194,28
17,1977,0,143,2,88,106,4,135,2,128,6,189,377,74
16,1984,0,183,3,76,76,1,68,2,67,4,186,326,10
0,1988,0,35,2,81,10,5,3,1,15,0,192,60,16
147,1981,0,172,0,81,84,2,21,1,109,0,185,365,34
50,1987,1,64,0,76,51,8,25,2,102,1,185,217,89
0,1989,0,14,2,89,18,5,6,0,29,0,187,61,28
9,1985,1,179,1,81,63,4,82,1,77,6,191,319,57
74,1985,0,83,2,82,44,2,8,0,96,0,182,223,39
7,1981,0,84,3,85,59,4,64,1,72,4,185,215,37
0,1994,1,0,1,65,0,4,0,0,2,0,176,2,56
40,1992,0,64,3,82,11,2,14,0,8,0,190,83,63
20,1985,0,85,1,68,79,10,50,1,86,0,176,250,56
9,1992,0,72,2,66,32,0,15,1,34,1,176,138,16
2,1986,1,102,1,65,56,6,31,3,75,1,176,233,55
57,1987,0,188,0,64,94,3,34,3,133,0,177,415,80
27,1989,1,103,1,83,73,0,39,0,101,1,187,277,82
13,1975,0,165,3,70,114,4,70,2,160,1,171,439,67
0,1984,0,78,3,82,55,5,11,2,86,0,189,219,35
36,1992,0,116,3,63,50,11,38,1,76,0,169,242,9
5,1993,0,33,2,73,22,3,12,0,22,0,175,77,16
14,1986,1,61,3,67,37,11,24,0,62,0,168,160,41
13,1980,0,116,3,70,75,7,58,0,117,2,175,308,62
0,1990,0,36,3,75,11,1,11,0,10,0,179,57,63
46,1982,1,167,2,89,71,1,46,2,93,0,198,331,86
66,1984,1,109,2,82,57,2,43,1,82,1,180,248,33
61,1986,0,214,0,66,64,11,27,3,65,0,175,343,47
19,1982,0,71,3,80,42,6,31,3,79,1,186,192,18
7,1986,0,58,3,70,36,0,39,1,68,0,177,162,20
11,1986,1,96,0,78,57,1,8,1,76,0,183,229,58
0,1990,0,6,0,76,4,5,0,0,11,0,191,21,34
25,1991,0,43,3,75,41,2,20,1,52,1,184,136,23
113,1983,0,209,3,73,107,2,75,2,145,1,178,461,83
4,1983,0,84,3,65,59,9,22,2,70,1,171,213,62
7,1987,0,44,1,84,34,1,18,1,54,0,185,132,54
26,1981,0,237,0,82,64,1,71,4,66,5,188,367,47
90,1981,0,132,1,70,86,7,41,1,117,1,181,335,57
24,1988,0,169,2,88,66,1,32,1,65,1,193,300,16
37,1988,0,69,3,75,31,2,31,0,80,1,183,180,60
14,1981,0,183,0,67,103,6,25,2,147,0,175,433,61
36,1993,0,38,2,78,24,2,4,0,44,0,188,106,87
0,1993,0,6,0,65,5,4,1,0,3,0,174,14,7
59,1987,0,101,2,66,66,8,43,0,83,0,173,250,1
0,1980,0,83,1,77,69,5,4,2,76,0,185,228,57
56,1984,0,89,1,81,92,2,49,0,73,0,191,254,76
11,1985,1,101,1,76,84,8,25,0,102,2,182,287,36
3,1990,1,93,1,77,68,1,32,1,79,0,180,240,56
0,1981,0,116,1,78,116,5,12,4,176,0,185,408,84
109,1985,0,144,0,84,71,2,32,0,67,1,186,282,27
31,1987,0,62,2,74,46,8,3,0,60,0,183,168,1
10,1990,0,71,2,77,33,1,6,0,41,0,185,145,15
0,1993,0,41,2,84,21,5,1,0,25,0,188,87,11
11,1986,0,90,2,75,49,1,26,1,67,1,188,206,1
22,1991,0,75,2,73,30,7,19,1,48,0,181,153,39
29,1979,0,192,2,87,125,1,67,2,180,2,190,497,1
1,1984,0,69,3,72,40,6,37,1,47,2,180,156,41
0,1990,0,3,2,82,2,5,0,0,10,0,190,15,33
80,1988,0,85,2,80,52,2,16,0,86,0,188,223,87
70,1980,0,62,3,68,58,2,16,0,84,0,169,204,18
3,1994,0,56,2,80,15,1,15,0,24,0,185,95,0
47,1988,0,75,1,78,52,2,26,0,42,1,182,169,42
0,1993,0,18,3,72,15,3,18,0,23,1,178,56,62
38,1988,0,176,0,65,65,3,26,0,75,1,179,316,43
125,1984,1,164,3,67,97,2,20,1,113,0,176,374,41
27,1989,1,42,3,70,23,2,17,0,62,1,188,127,37
11,1989,0,125,2,83,35,1,39,2,69,1,186,229,11
12,1993,0,26,2,76,14,0,4,1,19,0,172,59,87
26,1982,0,176,3,95,74,1,54,3,81,5,194,331,50
2,1986,0,44,3,66,28,9,27,0,48,0,178,120,18
0,1974,0,165,2,86,103,5,11,0,146,0,187,414,25
0,1990,0,91,2,80,51,5,1,0,72,0,187,214,69
24,1982,0,132,2,80,91,10,60,1,105,2,187,328,33
12,1982,0,85,2,70,52,10,17,0,85,0,183,222,16
3,1990,0,101,2,77,39,9,16,0,60,1,175,200,69
68,1981,1,86,2,86,52,2,18,3,62,0,185,200,25
21,1979,0,176,1,75,123,7,64,0,160,1,183,459,92
2,1977,1,88,1,70,65,9,54,1,77,3,177,230,32
2,1988,0,39,3,65,41,7,20,0,72,1,175,152,66
1,1986,1,54,1,67,45,1,38,1,44,3,177,143,77
2,1991,0,53,0,79,25,4,20,1,18,0,182,96,21
17,1981,0,84,3,75,76,7,64,3,91,3,180,251,41
11,1985,0,135,2,82,52,6,18,0,60,0,181,247,15
71,1982,0,155,3,71,113,0,39,1,135,0,180,403,66
3,1993,0,19,3,76,12,1,11,0,11,0,186,42,23
48,1989,0,110,3,63,72,8,31,0,84,1,163,266,83
8,1992,0,34,3,70,22,7,13,0,35,1,174,91,35
18,1985,0,219,0,69,103,9,100,2,114,4,173,436,46
24,1993,0,34,3,71,22,2,7,0,21,0,174,77,35
13,1992,0,52,0,76,26,4,22,0,56,0,187,134,34
3,1986,0,71,3,73,32,4,40,1,55,3,173,158,41
1,1973,0,192,3,83,80,5,39,2,115,0,184,387,72
11,1980,0,100,1,70,74,4,32,1,72,2,180,246,82
2,1991,1,24,1,80,9,4,5,0,21,0,190,54,84
5,1984,1,105,3,75,65,1,57,1,82,6,181,252,37
1,1988,1,17,1,74,8,1,8,1,17,0,190,42,56
97,1985,1,81,0,73,49,2,25,1,100,0,183,230,51
0,1982,0,72,3,77,58,6,71,1,80,1,175,210,67
23,1989,0,105,3,74,54,4,52,0,78,1,180,237,83
12,1981,1,352,0,76,119,6,88,2,111,2,175,582,47
0,1993,0,45,2,87,14,5,0,0,11,0,193,70,86
30,1987,0,91,3,68,62,7,54,0,94,2,172,247,66
140,1984,0,127,2,81,69,2,21,1,86,0,182,282,86
41,1991,0,94,2,69,46,7,22,0,66,0,179,206,15
9,1984,0,109,2,71,81,9,77,2,114,1,179,304,2
19,1979,0,155,2,87,68,9,24,0,92,1,187,315,16
0,1993,0,34,2,85,18,5,2,0,15,0,187,67,0
22,1994,0,56,2,73,19,2,8,1,21,0,181,96,12
31,1980,0,133,2,81,95,1,89,1,176,5,191,404,38
150,1974,0,449,0,72,156,3,146,3,131,6,170,736,47
12,1983,0,102,2,72,72,9,49,1,124,0,178,298,28
13,1982,1,63,3,86,54,1,30,1,81,3,188,198,62
2,1979,0,195,0,76,53,9,22,0,52,0,182,300,21
9,1980,0,66,2,86,42,1,25,1,54,1,193,162,69
95,1983,0,129,0,76,68,2,44,1,97,3,185,294,61
30,1986,0,71,3,72,40,10,35,1,87,1,183,198,35
5,1983,0,78,3,72,57,9,43,3,86,4,174,221,41
3,1992,0,10,3,79,18,2,2,0,15,0,189,43,10
23,1981,0,57,3,72,41,11,30,0,64,0,175,162,41
101,1987,0,223,3,64,46,11,23,0,34,0,169,303,29
106,1979,1,197,1,72,122,8,17,0,156,1,178,475,57
1,1983,0,75,3,73,59,6,33,0,65,2,181,199,66
41,1991,1,64,2,89,46,2,14,0,72,0,195,182,15
0,1982,0,340,0,92,159,5,25,2,148,0,188,647,43
17,1983,0,235,3,81,53,1,86,3,59,4,188,347,63
34,1984,0,281,0,85,112,1,25,3,125,1,198,518,6
13,1982,0,59,2,87,39,1,19,1,54,0,190,152,0
12,1987,0,100,2,74,54,0,16,0,69,0,175,223,38
163,1981,0,232,0,80,134,2,31,2,160,2,202,526,78
0,1990,0,65,0,75,11,5,2,0,30,0,190,106,44
105,1981,0,156,0,75,106,2,43,2,125,1,182,387,88
0,1982,0,385,0,87,140,5,9,1,140,0,197,665,21
18,1986,0,85,2,77,44,7,24,1,58,0,180,187,38
12,1985,0,100,0,73,63,9,56,0,115,3,180,278,79
27,1982,0,241,0,83,131,1,25,2,137,0,180,509,27
5,1992,0,84,0,71,36,1,24,0,40,0,180,160,47
12,1977,0,392,0,75,155,9,111,1,154,2,180,701,27
5,1989,0,61,2,71,37,4,34,0,55,1,174,153,87
25,1992,0,54,2,69,28,3,4,0,37,0,174,119,0
20,1983,0,397,2,66,108,6,46,0,110,0,170,615,12
10,1989,0,89,2,88,33,1,28,0,69,0,194,191,11
12,1985,0,133,0,84,67,1,45,2,74,1,190,274,34
3,1987,0,44,3,78,31,3,30,0,45,0,185,120,59
0,1975,0,110,3,82,46,5,17,1,73,0,185,229,29
53,1984,0,208,3,73,96,0,37,0,118,1,168,422,72
29,1987,0,269,3,85,71,1,77,4,41,4,192,381,29
8,1987,0,113,2,68,57,4,50,1,90,1,178,260,25
1,1987,0,19,0,77,12,1,12,1,28,0,184,59,90
53,1981,0,81,3,69,47,0,46,0,82,0,174,210,60
21,1989,0,37,3,66,41,8,14,0,53,2,172,131,23
5,1991,0,23,3,63,14,0,3,0,32,1,170,69,62
12,1991,0,21,2,63,20,0,3,0,28,0,178,69,87
24,1975,0,146,3,73,111,4,144,3,185,3,179,442,18
20,1978,0,422,3,80,134,1,119,1,100,2,178,656,29
210,1986,0,192,3,72,75,2,54,2,77,0,177,344,10
2,1980,0,74,2,78,56,6,46,0,73,1,180,203,1
4,1985,0,52,3,72,41,6,46,1,69,2,183,162,35
185,1983,0,319,2,74,118,0,78,4,135,1,176,572,38
7,1990,0,112,0,80,26,9,33,1,31,2,173,169,47
16,1985,0,200,2,68,62,9,80,2,78,2,172,340,12
23,1993,1,45,3,65,30,0,20,1,46,0,172,121,29
8,1985,0,126,2,79,77,1,38,2,148,0,185,351,28
16,1994,1,51,0,69,15,10,9,0,23,0,170,89,43
0,1988,0,54,2,93,20,5,3,2,41,0,196,115,31
0,1993,1,19,3,68,12,1,2,0,12,1,181,43,9
51,1987,1,212,0,64,66,3,85,1,85,7,180,363,21
14,1984,0,76,0,82,48,1,38,2,88,2,188,212,90
2,1994,0,33,2,83,19,4,14,0,36,0,188,88,85
2,1989,1,15,3,83,14,4,10,0,28,1,192,57,18
30,1993,0,65,2,85,39,3,18,1,54,0,193,158,85
0,1979,0,143,2,92,89,5,31,0,147,0,190,379,0
9,1993,0,65,3,78,19,1,5,0,22,0,191,106,63
0,1988,0,44,2,86,41,5,3,1,79,0,190,164,87
40,1990,0,94,2,70,26,2,7,0,45,0,192,165,86
10,1985,0,242,3,82,71,1,68,3,79,1,190,392,63
59,1986,0,212,3,81,84,0,106,3,107,3,183,403,10
0,1987,0,23,3,74,25,1,12,1,41,0,183,89,26
0,1988,0,5,3,86,11,5,1,0,4,0,196,20,9
6,1991,0,37,3,74,15,7,18,0,38,1,183,90,50
8,1984,1,56,1,74,62,4,28,0,68,1,180,186,84
29,1990,0,49,1,62,37,0,16,0,45,0,171,131,49
0,1980,0,58,1,72,27,5,9,0,31,2,184,116,55
24,1983,0,121,1,87,93,1,71,7,97,2,191,311,54
23,1984,0,94,1,78,80,4,32,0,80,2,180,254,5
0,1985,0,123,2,87,56,5,17,0,107,0,191,286,38
81,1983,0,246,3,73,122,7,75,5,141,5,176,509,72
19,1978,0,281,3,79,87,1,82,1,59,3,182,427,63
21,1981,0,102,3,80,64,1,50,4,80,7,183,246,83
9,1992,0,69,2,77,34,6,8,0,45,1,180,148,86
42,1986,1,64,0,79,46,8,13,0,77,0,188,187,89
16,1979,0,224,0,95,157,1,94,6,212,6,188,593,8
0,1993,0,37,2,90,13,5,6,2,33,1,194,83,87
0,1983,0,35,3,76,37,5,9,1,67,0,185,139,18
67,1980,0,113,3,84,75,2,39,0,116,3,187,304,23
16,1978,0,431,0,82,146,1,51,0,149,1,189,726,47
7,1984,1,192,1,64,126,4,43,1,94,0,171,412,42
52,1981,0,88,2,94,48,2,24,0,85,1,195,221,25
30,1988,0,73,2,70,44,10,25,0,52,0,179,169,33
0,1984,0,52,2,88,24,5,1,0,36,0,194,112,33
0,1980,0,197,0,77,119,5,4,2,188,0,188,504,58
25,1984,0,134,0,80,87,1,69,2,112,1,187,333,78
157,1988,0,180,2,78,72,2,31,1,66,0,184,318,16
17,1991,0,34,2,75,27,11,9,0,48,0,179,109,0
17,1987,0,69,2,78,46,4,16,2,71,1,182,186,38
18,1985,0,78,2,74,33,7,26,0,58,3,183,169,74
38,1991,0,37,2,76,30,0,19,0,49,0,180,116,2
6,1985,0,74,3,76,45,7,37,0,71,5,178,190,20
0,1979,0,55,3,78,35,5,24,1,58,0,181,148,37
0,1986,0,87,3,76,26,5,16,0,65,0,192,178,67
236,1983,0,305,0,71,110,11,72,3,94,2,183,509,47
7,1981,1,133,1,78,107,9,41,4,114,0,186,354,56
0,1991,0,30,3,85,16,1,19,0,25,1,192,71,23
23,1981,0,120,2,81,75,1,46,4,94,3,192,289,15
29,1987,1,66,3,71,63,7,24,0,88,2,180,217,18
8,1986,0,104,1,71,68,10,21,0,69,0,184,241,77
7,1977,0,129,1,70,104,4,59,1,118,1,178,351,49
18,1988,0,139,2,83,54,1,29,0,69,2,190,262,31
0,1980,0,206,2,85,95,5,29,3,113,0,188,414,16
45,1983,1,143,3,88,87,4,64,3,135,1,187,365,67
79,1993,1,103,0,95,45,2,12,0,63,1,193,211,88
0,1989,0,74,2,83,39,5,10,1,61,0,188,174,39
12,1985,0,118,0,80,60,1,27,0,71,1,189,249,8
0,1974,0,50,1,77,43,5,2,2,75,0,186,168,57
45,1986,0,106,2,75,55,10,30,1,61,2,178,222,33
4,1989,0,57,2,78,32,9,20,0,51,1,183,140,28
134,1981,0,250,3,83,133,2,17,0,150,0,191,533,50
26,1976,0,171,0,81,133,3,57,4,190,2,183,494,78
0,1985,0,31,0,85,31,5,5,1,54,0,193,116,21
25,1985,0,68,1,62,72,2,26,0,92,0,174,232,32
7,1982,0,59,3,83,47,1,42,0,67,3,187,173,18
126,1981,0,121,3,69,88,11,29,1,140,0,172,349,62
7,1993,1,33,3,72,18,10,14,0,30,0,171,81,41
0,1989,1,19,3,87,16,5,5,0,26,0,190,61,59
4,1992,0,45,3,68,24,3,11,0,26,0,182,95,65
1,1989,0,37,3,72,34,4,46,0,40,1,178,111,62
6,1980,0,75,1,70,66,9,55,0,94,2,178,235,84
8,1990,0,26,3,73,23,2,11,0,36,0,181,85,26
29,1990,0,64,1,59,57,10,15,0,93,1,172,214,32
4,1989,1,88,0,85,61,6,31,0,75,0,179,224,21
12,1991,0,23,0,71,22,0,8,0,34,0,175,79,81
2,1994,0,4,0,75,2,9,1,0,10,0,183,16,43
16,1977,0,102,0,84,73,1,29,1,101,2,188,276,58
20,1987,0,109,0,76,77,1,59,2,100,2,183,286,78
148,1985,1,273,1,77,99,8,22,0,82,0,184,454,42
0,1995,0,6,3,70,4,6,1,0,8,0,175,18,83
30,1984,0,72,3,70,48,0,42,0,69,1,178,189,62
0,1987,0,127,1,80,48,5,10,0,55,0,190,230,57
0,1993,0,11,0,85,18,5,4,0,19,0,191,48,47
35,1994,0,34,0,76,8,2,12,0,13,0,178,55,43
36,1987,0,216,3,85,68,3,50,0,70,1,189,354,63
65,1987,0,234,0,75,102,0,36,1,108,0,177,444,46
4,1992,1,16,0,76,15,8,5,0,29,1,190,60,51
8,1985,0,68,3,83,36,1,33,2,48,1,187,152,20
20,1989,0,84,3,77,37,1,44,1,59,0,186,180,9
10,1989,0,104,0,75,41,4,42,0,53,0,187,198,80
76,1984,0,256,0,66,98,10,39,0,113,0,168,467,6
121,1985,0,89,2,79,58,2,17,0,100,0,185,247,28
13,1983,0,169,0,70,89,4,43,0,159,0,174,417,34
5,1992,0,55,2,72,21,3,14,4,40,1,179,116,39
15,1985,0,45,3,70,40,10,15,0,50,1,176,135,23
30,1980,0,180,0,69,113,3,101,2,172,3,175,465,80
47,1989,1,86,0,64,52,8,5,0,77,0,177,215,46
3,1991,0,24,0,76,10,1,10,0,29,0,184,63,47
15,1993,0,70,2,82,23,6,25,0,23,0,183,116,31
6,1987,0,90,2,85,51,6,22,1,47,1,191,188,11
7,1990,0,77,0,85,22,1,26,0,25,1,196,124,43
33,1985,0,82,3,69,48,2,19,2,71,0,168,201,50
54,1985,0,98,2,78,65,2,14,0,105,0,183,268,69
11,1990,0,103,2,72,61,9,17,0,74,0,179,238,25
35,1980,0,236,2,80,107,4,89,3,116,3,188,459,16
12,1988,0,56,2,85,48,1,39,1,78,1,190,182,28
42,1985,0,166,0,70,95,10,58,0,136,0,178,397,79
0,1989,0,40,2,73,28,5,3,0,56,0,188,124,87
44,1991,0,66,2,88,37,2,19,2,49,1,190,152,0
18,1987,0,95,2,85,53,1,38,1,99,1,194,247,87
7,1990,0,62,2,67,39,4,21,1,49,0,179,150,25
21,1990,0,82,2,72,58,4,37,0,68,0,177,208,2
22,1988,0,59,2,78,35,0,25,1,77,2,172,171,74
6,1986,1,66,0,84,67,1,17,3,98,1,187,231,52
25,1982,0,85,1,64,82,1,57,3,89,1,186,256,4
27,1981,0,88,1,67,79,0,34,2,114,0,180,281,32
23,1980,0,185,0,76,92,1,37,2,88,0,183,365,6
90,1984,0,137,2,81,81,3,77,2,122,4,180,340,2
0,1989,1,0,1,78,2,1,1,0,1,0,181,3,56
36,1989,0,74,2,83,41,8,13,0,60,2,180,175,74
16,1987,0,142,2,75,58,1,45,3,92,0,186,292,85
5,1985,0,51,3,78,32,1,35,4,49,2,188,132,66
0,1986,0,19,3,75,3,5,0,1,7,0,179,29,20
5,1989,0,34,2,67,23,6,16,0,32,1,176,89,31
73,1983,0,111,3,72,88,2,41,2,114,2,174,313,26
58,1986,0,369,3,75,81,9,152,7,98,12,183,548,63
5,1986,0,66,3,76,46,9,53,1,62,3,185,174,50
1,1990,0,16,3,75,12,0,19,0,29,0,180,57,26
57,1983,0,159,0,69,47,7,14,0,86,0,173,292,90
58,1981,1,210,0,64,111,11,22,0,140,1,168,461,58
31,1993,0,52,2,76,32,2,18,2,42,2,179,126,1
0,1976,0,272,0,84,180,5,20,1,213,0,188,665,8
58,1989,0,116,0,63,35,0,9,0,43,0,172,194,47
90,1986,0,120,2,70,58,2,18,0,85,0,173,263,85
9,1982,1,97,1,72,78,6,51,1,49,5,176,224,57
73,1979,1,250,1,72,126,11,55,0,97,3,175,473,92
61,1988,0,119,2,71,64,0,29,0,68,1,174,251,11
3,1987,0,61,3,72,37,9,30,0,43,1,178,141,10
94,1979,0,225,3,64,108,7,56,1,146,3,170,479,26
41,1979,0,143,0,72,99,7,22,0,169,1,178,411,34
0,1976,0,178,2,96,109,5,25,1,175,0,196,462,28
10,1989,0,107,2,82,63,1,44,1,74,1,190,244,86
0,1985,0,74,1,78,51,5,11,0,78,0,185,203,32
67,1982,0,241,2,83,100,4,40,1,160,0,191,501,11
15,1986,0,71,3,76,44,7,32,1,65,6,184,180,37
12,1986,0,69,3,68,42,8,31,0,68,1,168,179,18
4,1989,0,58,2,88,33,1,19,2,43,0,191,134,38
9,1983,0,103,2,73,58,4,35,1,76,2,178,237,39
25,1989,0,71,3,71,48,10,31,0,69,3,178,188,83
8,1988,0,128,2,82,60,1,62,1,72,7,185,260,87
149,1985,0,148,3,72,67,2,80,3,102,0,179,317,83
12,1993,0,23,2,65,9,0,6,0,21,0,178,53,25
18,1979,0,125,2,88,74,1,49,3,85,3,193,284,86
41,1990,0,55,2,78,56,2,8,1,50,0,189,161,85
56,1982,1,139,1,72,93,11,27,0,103,0,174,335,49
18,1978,1,185,1,74,103,1,76,3,140,3,185,428,56
60,1983,0,81,2,82,51,2,26,1,73,0,186,205,86
70,1980,0,234,1,72,148,0,48,0,196,0,173,578,55
48,1987,0,85,2,72,56,10,37,1,85,1,185,226,25
19,1987,0,82,3,72,20,0,24,1,42,3,180,144,67
12,1991,0,65,2,86,34,1,19,0,45,1,192,144,1
149,1984,0,186,2,80,82,2,42,2,144,0,191,412,11
12,1989,0,121,2,83,54,1,51,0,62,0,189,237,11
83,1981,0,117,2,82,76,2,31,0,142,0,185,335,33
2,1991,0,25,2,82,14,1,10,0,13,0,190,52,2
3,1988,0,78,2,65,52,9,10,1,69,0,171,199,25
4,1985,0,85,2,80,41,1,28,0,45,0,192,171,33
0,1981,0,102,1,82,55,5,5,0,95,0,188,252,92
14,1987,0,92,2,71,72,4,36,1,77,1,178,241,74
17,1988,0,36,2,75,31,2,7,0,35,0,180,102,28
9,1986,0,103,2,68,50,10,49,0,76,4,170,229,2
20,1986,1,133,0,82,85,4,77,6,85,2,189,303,58
42,1984,1,102,0,72,89,10,38,5,113,0,172,304,79
31,1986,0,96,0,68,62,0,19,1,112,0,175,270,8
2,1983,0,111,0,77,70,9,22,1,109,0,181,290,34
16,1981,0,159,0,77,107,6,71,1,134,1,183,400,14
0,1985,1,167,1,82,86,5,10,1,97,1,185,350,56
12,1991,1,63,0,76,43,1,12,0,80,0,191,186,80
9,1979,0,206,2,69,113,9,73,1,173,5,172,492,39
39,1985,0,189,0,60,115,4,21,0,139,0,170,443,73
194,1980,0,418,0,83,176,3,76,3,171,4,188,765,43
76,1986,0,165,0,72,68,2,43,0,91,0,175,324,27
45,1982,0,203,0,66,111,0,64,1,110,3,176,424,27
19,1981,0,97,0,75,71,9,50,1,98,0,180,266,88
57,1982,0,187,0,70,90,3,67,2,122,2,178,399,34
28,1984,0,191,0,87,79,9,47,1,117,2,186,387,52
44,1984,0,188,0,70,121,7,12,0,172,0,182,481,43
52,1979,0,234,0,77,112,3,74,0,119,1,180,465,8
0,1980,0,29,0,86,18,5,1,0,22,0,195,69,61
42,1987,0,116,3,68,70,11,40,0,107,2,179,293,9
8,1989,0,131,2,72,63,4,34,0,64,0,185,258,16
68,1988,0,69,2,79,50,2,33,1,79,1,185,198,2
0,1988,0,109,2,80,59,5,18,0,97,0,189,265,85
20,1980,0,206,1,82,133,6,64,5,155,3,182,494,57
11,1977,1,220,0,85,145,1,51,1,197,1,191,562,27
7,1980,0,95,1,80,87,1,68,0,104,1,184,286,68
20,1986,0,60,0,64,48,7,10,0,62,0,172,170,51
61,1983,0,127,2,72,67,10,50,2,103,2,173,297,39
28,1988,0,64,2,59,33,0,17,0,56,2,169,153,25
24,1992,0,45,2,69,20,0,5,0,42,0,178,107,2
59,1981,0,129,2,67,89,0,40,0,130,1,170,348,85
44,1990,0,77,2,78,28,2,7,0,57,0,180,162,31
18,1991,0,67,2,80,37,4,26,1,50,0,184,154,74
82,1989,0,204,0,68,75,2,13,0,76,0,170,355,6
11,1986,1,81,2,71,48,9,15,0,65,0,181,194,87
37,1982,0,210,1,75,77,3,92,9,62,3,186,349,57
21,1984,0,174,1,79,78,1,28,2,55,0,183,307,57
20,1991,0,125,3,71,21,0,16,0,18,1,172,164,29
0,1992,0,130,3,88,47,5,6,1,33,0,199,210,10
5,1988,1,67,1,75,25,4,12,0,42,1,180,134,32
32,1983,0,117,2,72,60,0,23,2,98,0,183,275,86
25,1977,0,151,2,82,76,1,42,2,127,1,191,354,74
142,1989,0,243,2,74,59,0,17,0,53,1,186,355,12
0,1976,0,196,0,89,135,5,10,0,180,0,195,511,78
27,1985,0,193,0,73,57,1,54,3,97,1,180,347,6
17,1981,0,136,2,83,75,4,56,0,106,0,184,317,15
36,1981,0,230,3,71,85,0,92,2,75,0,183,390,10
19,1985,0,82,2,75,34,9,12,1,38,0,183,154,85
1,1979,0,251,0,88,130,5,18,1,135,0,195,516,27
0,1988,0,77,0,74,35,5,12,1,68,0,188,180,51
0,1981,0,163,2,100,84,5,27,3,140,1,193,387,2
68,1976,0,322,2,79,125,4,46,1,148,0,186,595,0
